question_id,subject,grade,question_type,stem,options,correct_answer,explanation,difficulty_level,knowledge_points,source,source_type,year,tags,score,time_limit
bio_auto_0307,生物,Grade 9,choice,生态系统中，生产者的是（  ） (变式7),D. 运输物质|C. 能制造有机物|A. 消费有机物|B. 分解有机物,C,在生态系统中，生产者的定义是：能制造有机物,3,ecology,智能生成,exercise,2024,biology|自动生成,5,2
bio_auto_0308,生物,Grade 9,choice,生态系统中，消费者的是（  ） (变式8),D. 产生能量|A. 制造有机物|B. 分解有机物|C. 摄取有机物,C,在生态系统中，消费者的定义是：摄取有机物,4,ecology,智能生成,exercise,2024,biology|自动生成,3,2
bio_auto_0309,生物,Grade 7,choice,生态系统中，分解者的是（  ） (变式9),C. 分解有机物|A. 制造有机物|B. 摄取有机物|D. 运输物质,C,在生态系统中，分解者的定义是：分解有机物,1,ecology,智能生成,exercise,2024,biology|自动生成,3,3
bio_auto_0310,生物,Grade 9,choice,生态系统中，生产者的是（  ） (变式10),A. 消费有机物|C. 能制造有机物|D. 运输物质|B. 分解有机物,C,在生态系统中，生产者的定义是：能制造有机物,3,ecology,智能生成,exercise,2024,biology|自动生成,3,1
bio_auto_0311,生物,Grade 7,choice,生态系统中，消费者的是（  ） (变式11),A. 制造有机物|B. 分解有机物|C. 摄取有机物|D. 产生能量,C,在生态系统中，消费者的定义是：摄取有机物,4,ecology,智能生成,exercise,2024,biology|自动生成,3,1
bio_auto_0312,生物,Grade 7,choice,生态系统中，分解者的是（  ） (变式12),D. 运输物质|A. 制造有机物|B. 摄取有机物|C. 分解有机物,C,在生态系统中，分解者的定义是：分解有机物,1,ecology,智能生成,exercise,2024,biology|自动生成,4,2
bio_auto_0313,生物,Grade 8,choice,生态系统中，生产者的是（  ） (变式13),C. 能制造有机物|B. 分解有机物|A. 消费有机物|D. 运输物质,C,在生态系统中，生产者的定义是：能制造有机物,2,ecology,智能生成,exercise,2024,biology|自动生成,5,1
bio_auto_0314,生物,Grade 8,choice,生态系统中，消费者的是（  ） (变式14),C. 摄取有机物|B. 分解有机物|A. 制造有机物|D. 产生能量,C,在生态系统中，消费者的定义是：摄取有机物,2,ecology,智能生成,exercise,2024,biology|自动生成,3,2
bio_auto_0315,生物,Grade 9,choice,生态系统中，分解者的是（  ） (变式15),D. 运输物质|A. 制造有机物|B. 摄取有机物|C. 分解有机物,C,在生态系统中，分解者的定义是：分解有机物,1,ecology,智能生成,exercise,2024,biology|自动生成,5,1
bio_auto_0316,生物,Grade 7,choice,生态系统中，生产者的是（  ） (变式16),A. 消费有机物|C. 能制造有机物|D. 运输物质|B. 分解有机物,C,在生态系统中，生产者的定义是：能制造有机物,3,ecology,智能生成,exercise,2024,biology|自动生成,5,2
bio_auto_0317,生物,Grade 9,choice,生态系统中，消费者的是（  ） (变式17),C. 摄取有机物|D. 产生能量|B. 分解有机物|A. 制造有机物,C,在生态系统中，消费者的定义是：摄取有机物,3,ecology,智能生成,exercise,2024,biology|自动生成,4,2
bio_auto_0318,生物,Grade 7,choice,生态系统中，分解者的是（  ） (变式18),B. 摄取有机物|C. 分解有机物|D. 运输物质|A. 制造有机物,C,在生态系统中，分解者的定义是：分解有机物,1,ecology,智能生成,exercise,2024,biology|自动生成,4,1
bio_auto_0319,生物,Grade 9,choice,生态系统中，生产者的是（  ） (变式19),A. 消费有机物|B. 分解有机物|D. 运输物质|C. 能制造有机物,C,在生态系统中，生产者的定义是：能制造有机物,3,ecology,智能生成,exercise,2024,biology|自动生成,5,3
bio_auto_0320,生物,Grade 8,choice,生态系统中，消费者的是（  ） (变式20),D. 产生能量|A. 制造有机物|B. 分解有机物|C. 摄取有机物,C,在生态系统中，消费者的定义是：摄取有机物,1,ecology,智能生成,exercise,2024,biology|自动生成,4,3
