question_id,subject,grade,question_type,stem,options,correct_answer,explanation,difficulty_level,knowledge_points,source,source_type,year,tags,score,time_limit
math_auto_0013,数学,Grade 9,choice,下列各数中，是有理数的是（  ） (变式13),B. -3|D. √3|A. √2|C. π,B,-3是有理数，因为...,2,number_classification,智能生成,exercise,2024,math|自动生成,3,1
math_auto_0014,数学,Grade 7,choice,默认题干,A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,calculation,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0015,数学,Grade 9,choice,默认题干 (变式2),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0016,数学,Grade 9,choice,默认题干 (变式3),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0017,数学,Grade 8,choice,默认题干 (变式4),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,calculation,智能生成,exercise,2024,math|自动生成,4,3
math_auto_0018,数学,Grade 9,choice,默认题干 (变式5),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0019,数学,Grade 9,choice,默认题干 (变式6),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,calculation,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0020,数学,Grade 7,choice,默认题干 (变式7),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,calculation,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0021,数学,Grade 9,choice,默认题干 (变式8),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,calculation,智能生成,exercise,2024,math|自动生成,3,3
math_auto_0022,数学,Grade 8,choice,默认题干 (变式9),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0023,数学,Grade 7,choice,默认题干 (变式10),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,calculation,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0024,数学,Grade 7,choice,默认题干 (变式11),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,calculation,智能生成,exercise,2024,math|自动生成,3,3
math_auto_0025,数学,Grade 7,choice,默认题干 (变式12),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,calculation,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0026,数学,Grade 9,choice,默认题干 (变式13),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,2,calculation,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0027,数学,Grade 8,choice,默认题干 (变式1),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,operations,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0028,数学,Grade 7,fill_blank,-6的相反数是______,,6,相反数是与原数相加等于0的数，-6+(6)=0,4,opposite_numbers,智能生成,exercise,2024,math|自动生成,3,1
math_auto_0029,数学,Grade 9,fill_blank,7的相反数是______,,-7,相反数是与原数相加等于0的数，7+(-7)=0,3,opposite_numbers,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0030,数学,Grade 8,fill_blank,4的相反数是______,,-4,相反数是与原数相加等于0的数，4+(-4)=0,3,opposite_numbers,智能生成,exercise,2024,math|自动生成,3,1
math_auto_0031,数学,Grade 8,fill_blank,5的相反数是______,,-5,相反数是与原数相加等于0的数，5+(-5)=0,1,opposite_numbers,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0032,数学,Grade 7,fill_blank,-3的相反数是______,,3,相反数是与原数相加等于0的数，-3+(3)=0,3,opposite_numbers,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0033,数学,Grade 7,fill_blank,2的相反数是______,,-2,相反数是与原数相加等于0的数，2+(-2)=0,2,opposite_numbers,智能生成,exercise,2024,math|自动生成,5,2
