question_id,subject,grade,question_type,stem,options,correct_answer,explanation,difficulty_level,knowledge_points,source,source_type,year,tags,score,time_limit
math_auto_0058,数学,Grade 9,fill_blank,-3的相反数是______ (变式19),,3,相反数是与原数相加等于0的数，-3+(3)=0,4,opposite_numbers,智能生成,exercise,2024,math|自动生成,3,1
math_auto_0059,数学,Grade 7,fill_blank,5的相反数是______ (变式20),,-5,相反数是与原数相加等于0的数，5+(-5)=0,3,opposite_numbers,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0060,数学,Grade 9,fill_blank,|-9|=______,,9,绝对值是去掉符号取正数，-9的绝对值是9,3,absolute_value,智能生成,exercise,2024,math|自动生成,5,2
math_auto_0061,数学,Grade 8,fill_blank,|5|=______,,5,绝对值是去掉符号取正数，5的绝对值是5,3,absolute_value,智能生成,exercise,2024,math|自动生成,3,1
math_auto_0062,数学,Grade 7,fill_blank,|-18|=______,,18,绝对值是去掉符号取正数，-18的绝对值是18,2,absolute_value,智能生成,exercise,2024,math|自动生成,5,2
math_auto_0063,数学,Grade 7,fill_blank,|20|=______,,20,绝对值是去掉符号取正数，20的绝对值是20,3,absolute_value,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0064,数学,Grade 9,fill_blank,|16|=______,,16,绝对值是去掉符号取正数，16的绝对值是16,2,absolute_value,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0065,数学,Grade 7,fill_blank,|-17|=______,,17,绝对值是去掉符号取正数，-17的绝对值是17,2,absolute_value,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0066,数学,Grade 7,fill_blank,|-17|=______ (变式7),,17,绝对值是去掉符号取正数，-17的绝对值是17,3,absolute_value,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0067,数学,Grade 7,fill_blank,|8|=______,,8,绝对值是去掉符号取正数，8的绝对值是8,3,absolute_value,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0068,数学,Grade 9,fill_blank,|-1|=______,,1,绝对值是去掉符号取正数，-1的绝对值是1,4,absolute_value,智能生成,exercise,2024,math|自动生成,4,3
math_auto_0069,数学,Grade 7,fill_blank,|-9|=______ (变式10),,9,绝对值是去掉符号取正数，-9的绝对值是9,3,absolute_value,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0070,数学,Grade 7,fill_blank,|-9|=______ (变式11),,9,绝对值是去掉符号取正数，-9的绝对值是9,3,absolute_value,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0071,数学,Grade 8,fill_blank,|-15|=______,,15,绝对值是去掉符号取正数，-15的绝对值是15,2,absolute_value,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0072,数学,Grade 9,fill_blank,|6|=______,,6,绝对值是去掉符号取正数，6的绝对值是6,4,absolute_value,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0073,数学,Grade 7,fill_blank,|12|=______,,12,绝对值是去掉符号取正数，12的绝对值是12,2,absolute_value,智能生成,exercise,2024,math|自动生成,3,3
math_auto_0074,数学,Grade 7,fill_blank,|5|=______ (变式15),,5,绝对值是去掉符号取正数，5的绝对值是5,3,absolute_value,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0075,数学,Grade 7,fill_blank,|9|=______,,9,绝对值是去掉符号取正数，9的绝对值是9,3,absolute_value,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0076,数学,Grade 8,fill_blank,|17|=______,,17,绝对值是去掉符号取正数，17的绝对值是17,3,absolute_value,智能生成,exercise,2024,math|自动生成,4,3
math_auto_0077,数学,Grade 8,fill_blank,|9|=______ (变式18),,9,绝对值是去掉符号取正数，9的绝对值是9,1,absolute_value,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0078,数学,Grade 7,fill_blank,|10|=______,,10,绝对值是去掉符号取正数，10的绝对值是10,2,absolute_value,智能生成,exercise,2024,math|自动生成,5,2
math_auto_0079,数学,Grade 9,fill_blank,|-11|=______,,11,绝对值是去掉符号取正数，-11的绝对值是11,2,absolute_value,智能生成,exercise,2024,math|自动生成,3,2
