question_id,subject,grade,question_type,stem,options,correct_answer,explanation,difficulty_level,knowledge_points,source,source_type,year,tags,score,time_limit
math_auto_0011,数学,Grade 7,choice,下列各数中，是无理数的是（  ） (变式11),D. 1/2|C. 0|A. -3|B. π,B,π是无理数，因为圆周率π是无理数,1,number_classification,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0012,数学,Grade 9,choice,下列各数中，是有理数的是（  ） (变式12),B. 0|D. √3|C. π|A. √2,B,0是有理数，因为0是有理数，是整数的特殊形式,1,number_classification,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0013,数学,Grade 7,choice,下列各数中，是有理数的是（  ） (变式13),D. √3|B. 1/2|C. π|A. √2,B,1/2是有理数，因为分数是有理数的一种形式,3,number_classification,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0014,数学,Grade 7,choice,计算(-3) + 5的结果是（  ）,A. -2|C. 2|D. 8|B. -8,A,(-3) + 5的计算过程：负数加法：-3 + 5 = 2 = 2,3,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0015,数学,Grade 9,choice,计算8 - (-2)的结果是（  ）,B. 6|A. -4|C. 10|D. -6,C,8 - (-2)的计算过程：减去负数等于加上正数：8 + 2 = 10 = 10,2,calculation,智能生成,exercise,2024,math|自动生成,4,3
math_auto_0016,数学,Grade 8,choice,计算3 × (-4)的结果是（  ）,B. -3|D. 4|C. -12|A. 12,C,3 × (-4)的计算过程：正数乘以负数等于负数：3 × -4 = -12 = -12,2,calculation,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0017,数学,Grade 9,choice,计算(-6) ÷ 2的结果是（  ）,B. -6|A. 3|C. -3|D. 2,C,(-6) ÷ 2的计算过程：负数除以正数等于负数：-6 ÷ 2 = -3 = -3,3,calculation,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0018,数学,Grade 7,choice,计算(-2)²的结果是（  ）,A. -4|D. -6|B. 6|C. 4,A,(-2)²的计算过程：负数的平方等于正数：(-2) × (-2) = 4 = 4,2,calculation,智能生成,exercise,2024,math|自动生成,5,2
math_auto_0019,数学,Grade 8,choice,计算|-5|的结果是（  ）,C. 5|D. -6|A. -4|B. 6,C,|-5|的计算过程：绝对值运算：去掉符号取正数 = 5,3,calculation,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0020,数学,Grade 7,choice,计算(-3) + 5的结果是（  ） (变式7),C. 2|A. -2|B. -8|D. 8,C,(-3) + 5的计算过程：负数加法：-3 + 5 = 2 = 2,2,calculation,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0021,数学,Grade 9,choice,计算8 - (-2)的结果是（  ） (变式8),A. -4|B. 6|D. -6|C. 10,C,8 - (-2)的计算过程：减去负数等于加上正数：8 + 2 = 10 = 10,1,calculation,智能生成,exercise,2024,math|自动生成,3,3
math_auto_0022,数学,Grade 7,choice,计算3 × (-4)的结果是（  ） (变式9),B. -3|A. 12|C. -12|D. 4,C,3 × (-4)的计算过程：正数乘以负数等于负数：3 × -4 = -12 = -12,2,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0023,数学,Grade 7,choice,计算(-6) ÷ 2的结果是（  ） (变式10),A. 3|D. 2|B. -6|C. -3,C,(-6) ÷ 2的计算过程：负数除以正数等于负数：-6 ÷ 2 = -3 = -3,4,calculation,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0024,数学,Grade 8,choice,计算(-2)²的结果是（  ） (变式11),B. 6|A. -4|C. 4|D. -6,A,(-2)²的计算过程：负数的平方等于正数：(-2) × (-2) = 4 = 4,1,calculation,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0025,数学,Grade 8,choice,计算|-5|的结果是（  ） (变式12),D. -6|A. -4|C. 5|B. 6,C,|-5|的计算过程：绝对值运算：去掉符号取正数 = 5,2,calculation,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0026,数学,Grade 9,choice,计算(-3) + 5的结果是（  ） (变式13),D. 8|B. -8|A. -2|C. 2,A,(-3) + 5的计算过程：负数加法：-3 + 5 = 2 = 2,2,calculation,智能生成,exercise,2024,math|自动生成,4,2
math_auto_0027,数学,Grade 9,choice,下列属于有理数加法交换律的是（  ）,B. a × b = a ÷ b|A. a + b = a - b|D. a + b = b - a|C. a + b = b + a,C,有理数加法交换律的正确表述是：a + b = b + a，这是有理数运算的基本规律,3,operations,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0028,数学,Grade 9,choice,下列属于有理数乘法交换律的是（  ）,D. a + b = b - a|A. a + b = a - b|C. a × b = b × a|B. a × b = a ÷ b,C,有理数乘法交换律的正确表述是：a × b = b × a，这是有理数运算的基本规律,3,operations,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0029,数学,Grade 8,choice,下列属于有理数乘法结合律的是（  ）,D. (a × b) × c = a × (b + c)|A. (a + b) + c = a + (b - c)|C. (a × b) × c = a × (b × c)|B. a × (b × c) = (a × b) × c,C,有理数乘法结合律的正确表述是：(a × b) × c = a × (b × c)，这是有理数运算的基本规律,1,operations,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0030,数学,Grade 8,choice,下列属于加法分配律的是（  ）,B. a + (b × c) = (a + b) × (a + c)|A. a × (b + c) = a × b - a × c|C. a × (b + c) = a × b + a × c|D. a × (b - c) = a × b - a × c,C,加法分配律的正确表述是：a × (b + c) = a × b + a × c，这是有理数运算的基本规律,2,operations,智能生成,exercise,2024,math|自动生成,4,3
math_auto_0031,数学,Grade 9,choice,下列属于有理数加法交换律的是（  ） (变式5),B. a × b = a ÷ b|D. a + b = b - a|A. a + b = a - b|C. a + b = b + a,C,有理数加法交换律的正确表述是：a + b = b + a，这是有理数运算的基本规律,3,operations,智能生成,exercise,2024,math|自动生成,5,2
math_auto_0032,数学,Grade 9,choice,下列属于有理数乘法交换律的是（  ） (变式6),D. a + b = b - a|C. a × b = b × a|B. a × b = a ÷ b|A. a + b = a - b,C,有理数乘法交换律的正确表述是：a × b = b × a，这是有理数运算的基本规律,2,operations,智能生成,exercise,2024,math|自动生成,3,1
math_auto_0033,数学,Grade 8,choice,下列属于有理数乘法结合律的是（  ） (变式7),A. (a + b) + c = a + (b - c)|D. (a × b) × c = a × (b + c)|B. a × (b × c) = (a × b) × c|C. (a × b) × c = a × (b × c),C,有理数乘法结合律的正确表述是：(a × b) × c = a × (b × c)，这是有理数运算的基本规律,2,operations,智能生成,exercise,2024,math|自动生成,3,2
math_auto_0034,数学,Grade 8,choice,下列属于加法分配律的是（  ） (变式8),A. a × (b + c) = a × b - a × c|C. a × (b + c) = a × b + a × c|D. a × (b - c) = a × b - a × c|B. a + (b × c) = (a + b) × (a + c),C,加法分配律的正确表述是：a × (b + c) = a × b + a × c，这是有理数运算的基本规律,2,operations,智能生成,exercise,2024,math|自动生成,5,1
math_auto_0035,数学,Grade 8,choice,下列属于有理数加法交换律的是（  ） (变式9),D. a + b = b - a|B. a × b = a ÷ b|C. a + b = b + a|A. a + b = a - b,C,有理数加法交换律的正确表述是：a + b = b + a，这是有理数运算的基本规律,1,operations,智能生成,exercise,2024,math|自动生成,4,1
math_auto_0036,数学,Grade 7,choice,下列属于有理数乘法交换律的是（  ） (变式10),D. a + b = b - a|A. a + b = a - b|B. a × b = a ÷ b|C. a × b = b × a,C,有理数乘法交换律的正确表述是：a × b = b × a，这是有理数运算的基本规律,4,operations,智能生成,exercise,2024,math|自动生成,5,2
math_auto_0037,数学,Grade 8,choice,下列属于有理数乘法结合律的是（  ） (变式11),B. a × (b × c) = (a × b) × c|C. (a × b) × c = a × (b × c)|A. (a + b) + c = a + (b - c)|D. (a × b) × c = a × (b + c),C,有理数乘法结合律的正确表述是：(a × b) × c = a × (b × c)，这是有理数运算的基本规律,3,operations,智能生成,exercise,2024,math|自动生成,5,3
math_auto_0038,数学,Grade 7,choice,下列属于加法分配律的是（  ） (变式12),D. a × (b - c) = a × b - a × c|B. a + (b × c) = (a + b) × (a + c)|C. a × (b + c) = a × b + a × c|A. a × (b + c) = a × b - a × c,C,加法分配律的正确表述是：a × (b + c) = a × b + a × c，这是有理数运算的基本规律,4,operations,智能生成,exercise,2024,math|自动生成,3,3
math_auto_0039,数学,Grade 7,choice,下列属于有理数加法交换律的是（  ） (变式13),C. a + b = b + a|D. a + b = b - a|A. a + b = a - b|B. a × b = a ÷ b,C,有理数加法交换律的正确表述是：a + b = b + a，这是有理数运算的基本规律,1,operations,智能生成,exercise,2024,math|自动生成,5,3
