name,subject,grade,chapter,chapter_number,description,difficulty_level,importance_level,exam_frequency,learning_objectives,common_mistakes,learning_tips,keywords
内容理解(1),语文,Grade 7,现代文阅读,1,掌握内容理解的相关知识和技能,2,2,0.4,理解内容理解(1)的含义和特点,对内容理解(1)的理解不够准确,多练习，深入理解内容理解(1),内容理解(1)|expository|初中|基础知识
论点论据(1),语文,Grade 7,现代文阅读,1,掌握论点论据的相关知识和技能,2,3,0.5,理解论点论据(1)的含义和特点,对论点论据(1)的理解不够准确,多练习，深入理解论点论据(1),论点论据(1)|argumentative|初中|基础知识
论证方法(1),语文,Grade 7,现代文阅读,1,掌握论证方法的相关知识和技能,3,3,0.5,掌握论证方法(1)的方法和应用,对论证方法(1)的理解不够准确,多练习，深入理解论证方法(1),论证方法(1)|argumentative|初中|基础知识
论证思路(1),语文,Grade 7,现代文阅读,1,掌握论证思路的相关知识和技能,2,3,0.5,理解论证思路(1)的含义和特点,对论证思路(1)的理解不够准确,多练习，深入理解论证思路(1),论证思路(1)|argumentative|初中|基础知识
语言特点(1),语文,Grade 7,现代文阅读,1,掌握语言特点的相关知识和技能,3,2,0.4,掌握语言特点(1)的方法和应用,对语言特点(1)的理解不够准确,多练习，深入理解语言特点(1),语言特点(1)|argumentative|初中|基础知识
古诗词意象(1),语文,Grade 7,古诗文,1,掌握古诗词意象的相关知识和技能,2,3,0.5,理解古诗词意象(1)的含义和特点,对古诗词意象(1)的理解不够准确,多练习，深入理解古诗词意象(1),古诗词意象(1)|poetry|初中|基础知识
表现手法(1),语文,Grade 7,古诗文,1,掌握表现手法的相关知识和技能,3,3,0.5,掌握表现手法(1)的方法和应用,对表现手法(1)的理解不够准确,多练习，深入理解表现手法(1),表现手法(1)|poetry|初中|基础知识
思想感情(1),语文,Grade 7,古诗文,1,掌握思想感情的相关知识和技能,2,3,0.5,理解思想感情(1)的含义和特点,对思想感情(1)的理解不够准确,多练习，深入理解思想感情(1),思想感情(1)|poetry|初中|基础知识
语言风格(1),语文,Grade 7,古诗文,1,掌握语言风格的相关知识和技能,3,2,0.4,掌握语言风格(1)的方法和应用,对语言风格(1)的理解不够准确,多练习，深入理解语言风格(1),语言风格(1)|poetry|初中|基础知识
节奏韵律(1),语文,Grade 7,古诗文,1,掌握节奏韵律的相关知识和技能,2,2,0.4,理解节奏韵律(1)的含义和特点,对节奏韵律(1)的理解不够准确,多练习，深入理解节奏韵律(1),节奏韵律(1)|poetry|初中|基础知识
意境营造(1),语文,Grade 7,古诗文,1,掌握意境营造的相关知识和技能,3,2,0.4,掌握意境营造(1)的方法和应用,对意境营造(1)的理解不够准确,多练习，深入理解意境营造(1),意境营造(1)|poetry|初中|基础知识
典故运用(1),语文,Grade 7,古诗文,1,掌握典故运用的相关知识和技能,2,2,0.4,理解典故运用(1)的含义和特点,对典故运用(1)的理解不够准确,多练习，深入理解典故运用(1),典故运用(1)|poetry|初中|基础知识
文言实词(1),语文,Grade 7,古诗文,1,掌握文言实词的相关知识和技能,2,3,0.5,理解文言实词(1)的含义和特点,对文言实词(1)的理解不够准确,多练习，深入理解文言实词(1),文言实词(1)|classical_chinese|初中|基础知识
文言虚词(1),语文,Grade 7,古诗文,1,掌握文言虚词的相关知识和技能,3,3,0.5,掌握文言虚词(1)的方法和应用,对文言虚词(1)的理解不够准确,多练习，深入理解文言虚词(1),文言虚词(1)|classical_chinese|初中|基础知识
古今异义(1),语文,Grade 7,古诗文,1,掌握古今异义的相关知识和技能,2,3,0.5,理解古今异义(1)的含义和特点,对古今异义(1)的理解不够准确,多练习，深入理解古今异义(1),古今异义(1)|classical_chinese|初中|基础知识
词类活用(1),语文,Grade 7,古诗文,1,掌握词类活用的相关知识和技能,3,2,0.4,掌握词类活用(1)的方法和应用,对词类活用(1)的理解不够准确,多练习，深入理解词类活用(1),词类活用(1)|classical_chinese|初中|基础知识
