name,subject,grade,chapter,chapter_number,description,difficulty_level,importance_level,exam_frequency,learning_objectives,common_mistakes,learning_tips,keywords
结构分析,语文,Grade 7,现代文阅读,1,掌握结构分析的相关知识和技能,2,2,0.4,理解结构分析的含义和特点,对结构分析的理解不够准确,多练习，深入理解结构分析,结构分析|expository|初中|基础知识
信息筛选,语文,Grade 7,现代文阅读,1,掌握信息筛选的相关知识和技能,3,2,0.4,掌握信息筛选的方法和应用,对信息筛选的理解不够准确,多练习，深入理解信息筛选,信息筛选|expository|初中|基础知识
内容理解,语文,Grade 7,现代文阅读,1,掌握内容理解的相关知识和技能,2,2,0.4,理解内容理解的含义和特点,对内容理解的理解不够准确,多练习，深入理解内容理解,内容理解|expository|初中|基础知识
论点论据,语文,Grade 7,现代文阅读,1,掌握论点论据的相关知识和技能,2,3,0.5,理解论点论据的含义和特点,对论点论据的理解不够准确,多练习，深入理解论点论据,论点论据|argumentative|初中|基础知识
论证方法,语文,Grade 7,现代文阅读,1,掌握论证方法的相关知识和技能,3,3,0.5,掌握论证方法的方法和应用,对论证方法的理解不够准确,多练习，深入理解论证方法,论证方法|argumentative|初中|基础知识
论证思路,语文,Grade 7,现代文阅读,1,掌握论证思路的相关知识和技能,2,3,0.5,理解论证思路的含义和特点,对论证思路的理解不够准确,多练习，深入理解论证思路,论证思路|argumentative|初中|基础知识
语言特点,语文,Grade 7,现代文阅读,1,掌握语言特点的相关知识和技能,3,2,0.4,掌握语言特点的方法和应用,对语言特点的理解不够准确,多练习，深入理解语言特点,语言特点|argumentative|初中|基础知识
古诗词意象,语文,Grade 7,古诗文,1,掌握古诗词意象的相关知识和技能,2,3,0.5,理解古诗词意象的含义和特点,对古诗词意象的理解不够准确,多练习，深入理解古诗词意象,古诗词意象|poetry|初中|基础知识
表现手法,语文,Grade 7,古诗文,1,掌握表现手法的相关知识和技能,3,3,0.5,掌握表现手法的方法和应用,对表现手法的理解不够准确,多练习，深入理解表现手法,表现手法|poetry|初中|基础知识
思想感情,语文,Grade 7,古诗文,1,掌握思想感情的相关知识和技能,2,3,0.5,理解思想感情的含义和特点,对思想感情的理解不够准确,多练习，深入理解思想感情,思想感情|poetry|初中|基础知识
语言风格,语文,Grade 7,古诗文,1,掌握语言风格的相关知识和技能,3,2,0.4,掌握语言风格的方法和应用,对语言风格的理解不够准确,多练习，深入理解语言风格,语言风格|poetry|初中|基础知识
节奏韵律,语文,Grade 7,古诗文,1,掌握节奏韵律的相关知识和技能,2,2,0.4,理解节奏韵律的含义和特点,对节奏韵律的理解不够准确,多练习，深入理解节奏韵律,节奏韵律|poetry|初中|基础知识
意境营造,语文,Grade 7,古诗文,1,掌握意境营造的相关知识和技能,3,2,0.4,掌握意境营造的方法和应用,对意境营造的理解不够准确,多练习，深入理解意境营造,意境营造|poetry|初中|基础知识
典故运用,语文,Grade 7,古诗文,1,掌握典故运用的相关知识和技能,2,2,0.4,理解典故运用的含义和特点,对典故运用的理解不够准确,多练习，深入理解典故运用,典故运用|poetry|初中|基础知识
文言实词,语文,Grade 7,古诗文,1,掌握文言实词的相关知识和技能,2,3,0.5,理解文言实词的含义和特点,对文言实词的理解不够准确,多练习，深入理解文言实词,文言实词|classical_chinese|初中|基础知识
文言虚词,语文,Grade 7,古诗文,1,掌握文言虚词的相关知识和技能,3,3,0.5,掌握文言虚词的方法和应用,对文言虚词的理解不够准确,多练习，深入理解文言虚词,文言虚词|classical_chinese|初中|基础知识
古今异义,语文,Grade 7,古诗文,1,掌握古今异义的相关知识和技能,2,3,0.5,理解古今异义的含义和特点,对古今异义的理解不够准确,多练习，深入理解古今异义,古今异义|classical_chinese|初中|基础知识
词类活用,语文,Grade 7,古诗文,1,掌握词类活用的相关知识和技能,3,2,0.4,掌握词类活用的方法和应用,对词类活用的理解不够准确,多练习，深入理解词类活用,词类活用|classical_chinese|初中|基础知识
文言句式,语文,Grade 7,古诗文,1,掌握文言句式的相关知识和技能,2,2,0.4,理解文言句式的含义和特点,对文言句式的理解不够准确,多练习，深入理解文言句式,文言句式|classical_chinese|初中|基础知识
翻译技巧,语文,Grade 7,古诗文,1,掌握翻译技巧的相关知识和技能,3,2,0.4,掌握翻译技巧的方法和应用,对翻译技巧的理解不够准确,多练习，深入理解翻译技巧,翻译技巧|classical_chinese|初中|基础知识
文意理解,语文,Grade 7,古诗文,1,掌握文意理解的相关知识和技能,2,2,0.4,理解文意理解的含义和特点,对文意理解的理解不够准确,多练习，深入理解文意理解,文意理解|classical_chinese|初中|基础知识
