name,subject,grade,chapter,chapter_number,description,difficulty_level,importance_level,exam_frequency,learning_objectives,common_mistakes,learning_tips,keywords
力的效果,物理,Grade 7,力学基础,1,理解力的效果的性质和规律，能够进行推理和证明,4,5,0.8,熟练运用力的效果解决问题,对力的效果的性质理解不够深入,通过证明和推导深入理解力的效果,力的效果|properties|初中|基础知识
力的平衡,物理,Grade 7,力学基础,1,理解力的平衡的性质和规律，能够进行推理和证明,5,4,0.7,深入理解力的平衡并能创新应用,对力的平衡的性质理解不够深入,通过证明和推导深入理解力的平衡,力的平衡|properties|初中|基础知识
力的测量,物理,Grade 7,力学基础,1,理解力的测量的性质和规律，能够进行推理和证明,4,4,0.7,熟练运用力的测量解决问题,对力的测量的性质理解不够深入,通过证明和推导深入理解力的测量,力的测量|properties|初中|基础知识
力的图示,物理,Grade 7,力学基础,1,理解力的图示的性质和规律，能够进行推理和证明,5,4,0.7,深入理解力的图示并能创新应用,对力的图示的性质理解不够深入,通过证明和推导深入理解力的图示,力的图示|properties|初中|基础知识
力的计算,物理,Grade 7,力学基础,1,理解力的计算的性质和规律，能够进行推理和证明,4,4,0.7,熟练运用力的计算解决问题,对力的计算的性质理解不够深入,通过证明和推导深入理解力的计算,力的计算|properties|初中|基础知识
日常生活中的力,物理,Grade 7,力学基础,1,能够运用日常生活中的力解决实际问题，理解其应用价值,4,5,1.0,熟练运用日常生活中的力解决问题,不能正确识别日常生活中的力的应用场景,结合实际情况，理解日常生活中的力的应用,日常生活中的力|applications|初中|基础知识
交通中的力,物理,Grade 7,力学基础,1,能够运用交通中的力解决实际问题，理解其应用价值,5,5,1.0,深入理解交通中的力并能创新应用,不能正确识别交通中的力的应用场景,结合实际情况，理解交通中的力的应用,交通中的力|applications|初中|基础知识
体育运动中的力,物理,Grade 7,力学基础,1,能够运用体育运动中的力解决实际问题，理解其应用价值,4,5,1.0,熟练运用体育运动中的力解决问题,不能正确识别体育运动中的力的应用场景,结合实际情况，理解体育运动中的力的应用,体育运动中的力|applications|初中|基础知识
机械运动,物理,Grade 7,运动学,1,理解机械运动的基本概念和定义，掌握其特征和性质,2,3,0.7,理解机械运动的含义和特点,容易混淆机械运动的定义和分类,通过实例和对比来理解机械运动,机械运动|concepts|初中|基础知识
参照物,物理,Grade 7,运动学,1,理解参照物的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握参照物的方法和应用,容易混淆参照物的定义和分类,通过实例和对比来理解参照物,参照物|concepts|初中|基础知识
运动的相对性,物理,Grade 7,运动学,1,理解运动的相对性的基本概念和定义，掌握其特征和性质,2,3,0.7,理解运动的相对性的含义和特点,容易混淆运动的相对性的定义和分类,通过实例和对比来理解运动的相对性,运动的相对性|concepts|初中|基础知识
路程和位移,物理,Grade 7,运动学,1,理解路程和位移的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握路程和位移的方法和应用,容易混淆路程和位移的定义和分类,通过实例和对比来理解路程和位移,路程和位移|concepts|初中|基础知识
速度,物理,Grade 7,运动学,1,理解速度的基本概念和定义，掌握其特征和性质,2,2,0.6,理解速度的含义和特点,容易混淆速度的定义和分类,通过实例和对比来理解速度,速度|concepts|初中|基础知识
平均速度,物理,Grade 7,运动学,1,理解平均速度的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握平均速度的方法和应用,容易混淆平均速度的定义和分类,通过实例和对比来理解平均速度,平均速度|concepts|初中|基础知识
瞬时速度,物理,Grade 7,运动学,1,理解瞬时速度的基本概念和定义，掌握其特征和性质,2,2,0.6,理解瞬时速度的含义和特点,容易混淆瞬时速度的定义和分类,通过实例和对比来理解瞬时速度,瞬时速度|concepts|初中|基础知识
加速度,物理,Grade 7,运动学,1,理解加速度的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握加速度的方法和应用,容易混淆加速度的定义和分类,通过实例和对比来理解加速度,加速度|concepts|初中|基础知识
速度测量,物理,Grade 7,运动学,1,掌握速度测量的相关知识和技能,2,3,0.5,理解速度测量的含义和特点,对速度测量的理解不够准确,多练习，深入理解速度测量,速度测量|measurements|初中|基础知识
时间测量,物理,Grade 7,运动学,1,掌握时间测量的相关知识和技能,3,3,0.5,掌握时间测量的方法和应用,对时间测量的理解不够准确,多练习，深入理解时间测量,时间测量|measurements|初中|基础知识
距离测量,物理,Grade 7,运动学,1,掌握距离测量的相关知识和技能,2,3,0.5,理解距离测量的含义和特点,对距离测量的理解不够准确,多练习，深入理解距离测量,距离测量|measurements|初中|基础知识
运动状态判断,物理,Grade 7,运动学,1,掌握运动状态判断的相关知识和技能,3,2,0.4,掌握运动状态判断的方法和应用,对运动状态判断的理解不够准确,多练习，深入理解运动状态判断,运动状态判断|measurements|初中|基础知识
光的直线传播,物理,Grade 8,光学,1,理解光的直线传播的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握光的直线传播的方法和应用,容易混淆光的直线传播的定义和分类,通过实例和对比来理解光的直线传播,光的直线传播|concepts|初中|基础知识
光的反射,物理,Grade 8,光学,1,理解光的反射的基本概念和定义，掌握其特征和性质,4,3,0.7,熟练运用光的反射解决问题,容易混淆光的反射的定义和分类,通过实例和对比来理解光的反射,光的反射|concepts|初中|基础知识
光的折射,物理,Grade 8,光学,1,理解光的折射的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握光的折射的方法和应用,容易混淆光的折射的定义和分类,通过实例和对比来理解光的折射,光的折射|concepts|初中|基础知识
光的色散,物理,Grade 8,光学,1,理解光的色散的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用光的色散解决问题,容易混淆光的色散的定义和分类,通过实例和对比来理解光的色散,光的色散|concepts|初中|基础知识
平面镜成像,物理,Grade 8,光学,1,理解平面镜成像的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握平面镜成像的方法和应用,容易混淆平面镜成像的定义和分类,通过实例和对比来理解平面镜成像,平面镜成像|concepts|初中|基础知识
凸透镜成像,物理,Grade 8,光学,1,理解凸透镜成像的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用凸透镜成像解决问题,容易混淆凸透镜成像的定义和分类,通过实例和对比来理解凸透镜成像,凸透镜成像|concepts|初中|基础知识
凹透镜成像,物理,Grade 8,光学,1,理解凹透镜成像的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握凹透镜成像的方法和应用,容易混淆凹透镜成像的定义和分类,通过实例和对比来理解凹透镜成像,凹透镜成像|concepts|初中|基础知识
光的反射定律,物理,Grade 8,光学,1,掌握光的反射定律的相关知识和技能,3,3,0.5,掌握光的反射定律的方法和应用,对光的反射定律的理解不够准确,多练习，深入理解光的反射定律,光的反射定律|laws|初中|基础知识
光的折射定律,物理,Grade 8,光学,1,掌握光的折射定律的相关知识和技能,4,3,0.5,熟练运用光的折射定律解决问题,对光的折射定律的理解不够准确,多练习，深入理解光的折射定律,光的折射定律|laws|初中|基础知识
全反射现象,物理,Grade 8,光学,1,掌握全反射现象的相关知识和技能,3,3,0.5,掌握全反射现象的方法和应用,对全反射现象的理解不够准确,多练习，深入理解全反射现象,全反射现象|laws|初中|基础知识
光的颜色,物理,Grade 8,光学,1,掌握光的颜色的相关知识和技能,4,2,0.4,熟练运用光的颜色解决问题,对光的颜色的理解不够准确,多练习，深入理解光的颜色,光的颜色|laws|初中|基础知识
光的波粒二象性,物理,Grade 8,光学,1,掌握光的波粒二象性的相关知识和技能,3,2,0.4,掌握光的波粒二象性的方法和应用,对光的波粒二象性的理解不够准确,多练习，深入理解光的波粒二象性,光的波粒二象性|laws|初中|基础知识
照相机原理,物理,Grade 8,光学,1,能够运用照相机原理解决实际问题，理解其应用价值,5,5,1.0,深入理解照相机原理并能创新应用,不能正确识别照相机原理的应用场景,结合实际情况，理解照相机原理的应用,照相机原理|applications|初中|基础知识
显微镜原理,物理,Grade 8,光学,1,能够运用显微镜原理解决实际问题，理解其应用价值,5,5,1.0,深入理解显微镜原理并能创新应用,不能正确识别显微镜原理的应用场景,结合实际情况，理解显微镜原理的应用,显微镜原理|applications|初中|基础知识
眼镜的用途,物理,Grade 8,光学,1,能够运用眼镜的用途解决实际问题，理解其应用价值,5,5,1.0,深入理解眼镜的用途并能创新应用,不能正确识别眼镜的用途的应用场景,结合实际情况，理解眼镜的用途的应用,眼镜的用途|applications|初中|基础知识
温度,物理,Grade 8,热学,1,理解温度的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握温度的方法和应用,容易混淆温度的定义和分类,通过实例和对比来理解温度,温度|concepts|初中|基础知识
热量,物理,Grade 8,热学,1,理解热量的基本概念和定义，掌握其特征和性质,4,3,0.7,熟练运用热量解决问题,容易混淆热量的定义和分类,通过实例和对比来理解热量,热量|concepts|初中|基础知识
比热容,物理,Grade 8,热学,1,理解比热容的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握比热容的方法和应用,容易混淆比热容的定义和分类,通过实例和对比来理解比热容,比热容|concepts|初中|基础知识
热传递,物理,Grade 8,热学,1,理解热传递的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用热传递解决问题,容易混淆热传递的定义和分类,通过实例和对比来理解热传递,热传递|concepts|初中|基础知识
物态变化,物理,Grade 8,热学,1,理解物态变化的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握物态变化的方法和应用,容易混淆物态变化的定义和分类,通过实例和对比来理解物态变化,物态变化|concepts|初中|基础知识
热机,物理,Grade 8,热学,1,理解热机的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用热机解决问题,容易混淆热机的定义和分类,通过实例和对比来理解热机,热机|concepts|初中|基础知识
热效率,物理,Grade 8,热学,1,理解热效率的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握热效率的方法和应用,容易混淆热效率的定义和分类,通过实例和对比来理解热效率,热效率|concepts|初中|基础知识
温度测量,物理,Grade 8,热学,1,掌握温度测量的相关知识和技能,3,3,0.5,掌握温度测量的方法和应用,对温度测量的理解不够准确,多练习，深入理解温度测量,温度测量|measurements|初中|基础知识
热量计算,物理,Grade 8,热学,1,掌握热量计算的相关知识和技能,4,3,0.5,熟练运用热量计算解决问题,对热量计算的理解不够准确,多练习，深入理解热量计算,热量计算|measurements|初中|基础知识
效率计算,物理,Grade 8,热学,1,掌握效率计算的相关知识和技能,3,3,0.5,掌握效率计算的方法和应用,对效率计算的理解不够准确,多练习，深入理解效率计算,效率计算|measurements|初中|基础知识
日常生活中的热,物理,Grade 8,热学,1,能够运用日常生活中的热解决实际问题，理解其应用价值,5,5,1.0,深入理解日常生活中的热并能创新应用,不能正确识别日常生活中的热的应用场景,结合实际情况，理解日常生活中的热的应用,日常生活中的热|applications|初中|基础知识
工业中的热,物理,Grade 8,热学,1,能够运用工业中的热解决实际问题，理解其应用价值,5,5,1.0,深入理解工业中的热并能创新应用,不能正确识别工业中的热的应用场景,结合实际情况，理解工业中的热的应用,工业中的热|applications|初中|基础知识
环境保护,物理,Grade 8,热学,1,能够运用环境保护解决实际问题，理解其应用价值,5,5,1.0,深入理解环境保护并能创新应用,不能正确识别环境保护的应用场景,结合实际情况，理解环境保护的应用,环境保护|applications|初中|基础知识
