question_id,subject,grade,question_type,stem,options,correct_answer,explanation,difficulty_level,knowledge_points,source,source_type,year,tags,score,time_limit
chin_auto_0273,语文,Grade 7,choice,默认题干 (变式74),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,1
chin_auto_0274,语文,Grade 9,choice,默认题干 (变式75),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,2,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,1
chin_auto_0275,语文,Grade 8,choice,默认题干 (变式76),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,2
chin_auto_0276,语文,Grade 9,choice,默认题干 (变式77),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,3
chin_auto_0277,语文,Grade 9,choice,默认题干 (变式78),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,2
chin_auto_0278,语文,Grade 9,choice,默认题干 (变式79),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,2,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,1
chin_auto_0279,语文,Grade 7,choice,默认题干 (变式80),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,1
chin_auto_0280,语文,Grade 7,choice,默认题干 (变式81),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,2
chin_auto_0281,语文,Grade 9,choice,默认题干 (变式82),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,3
chin_auto_0282,语文,Grade 7,choice,默认题干 (变式83),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,3
chin_auto_0283,语文,Grade 9,choice,默认题干 (变式84),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,1
chin_auto_0284,语文,Grade 7,choice,默认题干 (变式85),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,1
chin_auto_0285,语文,Grade 7,choice,默认题干 (变式86),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,3
chin_auto_0286,语文,Grade 7,choice,默认题干 (变式87),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,3
chin_auto_0287,语文,Grade 8,choice,默认题干 (变式88),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,2
chin_auto_0288,语文,Grade 9,choice,默认题干 (变式89),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,2,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,1
chin_auto_0289,语文,Grade 9,choice,默认题干 (变式90),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,2,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,1
chin_auto_0290,语文,Grade 8,choice,默认题干 (变式91),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,2,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,2
chin_auto_0291,语文,Grade 8,choice,默认题干 (变式92),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,2
chin_auto_0292,语文,Grade 7,choice,默认题干 (变式93),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,3
chin_auto_0293,语文,Grade 8,choice,默认题干 (变式94),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,3
chin_auto_0294,语文,Grade 7,choice,默认题干 (变式95),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,3
chin_auto_0295,语文,Grade 8,choice,默认题干 (变式96),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,3,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,1
chin_auto_0296,语文,Grade 8,choice,默认题干 (变式97),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,2
chin_auto_0297,语文,Grade 7,choice,默认题干 (变式98),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,4,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,5,1
chin_auto_0298,语文,Grade 8,choice,默认题干 (变式99),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,4,2
chin_auto_0299,语文,Grade 9,choice,默认题干 (变式100),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,literary_knowledge,智能生成,exercise,2024,chinese|自动生成,3,1
chin_auto_0300,语文,Grade 9,choice,默认题干 (变式1),A. 选项1|B. 选项2|C. 选项3|D. 选项4,A,默认解析,1,character_writing,智能生成,exercise,2024,chinese|自动生成,4,3
