name,subject,grade,chapter,chapter_number,description,difficulty_level,importance_level,exam_frequency,learning_objectives,common_mistakes,learning_tips,keywords
代数式求值,数学,Grade 7,整式,1,掌握代数式求值的操作方法和步骤，能够熟练运用,3,3,0.8,掌握代数式求值的方法和应用,在代数式求值的计算过程中容易出错,多做练习，熟练代数式求值的操作步骤,代数式求值|operations|初中|基础知识
图形面积表示,数学,Grade 7,整式,1,能够运用图形面积表示解决实际问题，理解其应用价值,4,5,1.0,熟练运用图形面积表示解决问题,不能正确识别图形面积表示的应用场景,结合实际情况，理解图形面积表示的应用,图形面积表示|applications|初中|基础知识
实际问题建模,数学,Grade 7,整式,1,能够运用实际问题建模解决实际问题，理解其应用价值,5,5,1.0,深入理解实际问题建模并能创新应用,不能正确识别实际问题建模的应用场景,结合实际情况，理解实际问题建模的应用,实际问题建模|applications|初中|基础知识
规律探索,数学,Grade 7,整式,1,能够运用规律探索解决实际问题，理解其应用价值,4,5,1.0,熟练运用规律探索解决问题,不能正确识别规律探索的应用场景,结合实际情况，理解规律探索的应用,规律探索|applications|初中|基础知识
方程的概念,数学,Grade 7,一元一次方程,1,理解方程的概念的基本概念和定义，掌握其特征和性质,2,3,0.7,理解方程的概念的含义和特点,容易混淆方程的概念的定义和分类,通过实例和对比来理解方程的概念,方程的概念|concepts|初中|基础知识
方程的解,数学,Grade 7,一元一次方程,1,理解方程的解的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握方程的解的方法和应用,容易混淆方程的解的定义和分类,通过实例和对比来理解方程的解,方程的解|concepts|初中|基础知识
一元一次方程,数学,Grade 7,一元一次方程,1,理解一元一次方程的基本概念和定义，掌握其特征和性质,2,3,0.7,理解一元一次方程的含义和特点,容易混淆一元一次方程的定义和分类,通过实例和对比来理解一元一次方程,一元一次方程|concepts|初中|基础知识
等式性质,数学,Grade 7,一元一次方程,1,理解等式性质的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握等式性质的方法和应用,容易混淆等式性质的定义和分类,通过实例和对比来理解等式性质,等式性质|concepts|初中|基础知识
移项法,数学,Grade 7,一元一次方程,1,掌握移项法的方法和技巧，能够灵活运用,3,4,0.9,掌握移项法的方法和应用,使用移项法的方法时步骤不清晰,掌握移项法的基本方法，举一反三,移项法|methods|初中|基础知识
合并同类项(1),数学,Grade 7,一元一次方程,1,掌握合并同类项的方法和技巧，能够灵活运用,4,4,0.9,熟练运用合并同类项(1)解决问题,使用合并同类项(1)的方法时步骤不清晰,掌握合并同类项(1)的基本方法，举一反三,合并同类项(1)|methods|初中|基础知识
系数化为1,数学,Grade 7,一元一次方程,1,掌握系数化为1的方法和技巧，能够灵活运用,3,4,0.9,掌握系数化为1的方法和应用,使用系数化为1的方法时步骤不清晰,掌握系数化为1的基本方法，举一反三,系数化为1|methods|初中|基础知识
去分母,数学,Grade 7,一元一次方程,1,掌握去分母的方法和技巧，能够灵活运用,4,3,0.8,熟练运用去分母解决问题,使用去分母的方法时步骤不清晰,掌握去分母的基本方法，举一反三,去分母|methods|初中|基础知识
去括号(1),数学,Grade 7,一元一次方程,1,掌握去括号的方法和技巧，能够灵活运用,3,3,0.8,掌握去括号(1)的方法和应用,使用去括号(1)的方法时步骤不清晰,掌握去括号(1)的基本方法，举一反三,去括号(1)|methods|初中|基础知识
算术平方根,数学,Grade 8,实数,1,理解算术平方根的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握算术平方根的方法和应用,容易混淆算术平方根的定义和分类,通过实例和对比来理解算术平方根,算术平方根|concepts|初中|基础知识
平方根,数学,Grade 8,实数,1,理解平方根的基本概念和定义，掌握其特征和性质,4,3,0.7,熟练运用平方根解决问题,容易混淆平方根的定义和分类,通过实例和对比来理解平方根,平方根|concepts|初中|基础知识
立方根,数学,Grade 8,实数,1,理解立方根的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握立方根的方法和应用,容易混淆立方根的定义和分类,通过实例和对比来理解立方根,立方根|concepts|初中|基础知识
无理数,数学,Grade 8,实数,1,理解无理数的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用无理数解决问题,容易混淆无理数的定义和分类,通过实例和对比来理解无理数,无理数|concepts|初中|基础知识
实数,数学,Grade 8,实数,1,理解实数的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握实数的方法和应用,容易混淆实数的定义和分类,通过实例和对比来理解实数,实数|concepts|初中|基础知识
实数分类,数学,Grade 8,实数,1,理解实数分类的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用实数分类解决问题,容易混淆实数分类的定义和分类,通过实例和对比来理解实数分类,实数分类|concepts|初中|基础知识
实数性质,数学,Grade 8,实数,1,理解实数性质的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握实数性质的方法和应用,容易混淆实数性质的定义和分类,通过实例和对比来理解实数性质,实数性质|concepts|初中|基础知识
二次根式,数学,Grade 8,实数,1,理解二次根式的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用二次根式解决问题,容易混淆二次根式的定义和分类,通过实例和对比来理解二次根式,二次根式|concepts|初中|基础知识
二次根式化简,数学,Grade 8,实数,1,掌握二次根式化简的操作方法和步骤，能够熟练运用,4,4,0.9,熟练运用二次根式化简解决问题,在二次根式化简的计算过程中容易出错,多做练习，熟练二次根式化简的操作步骤,二次根式化简|operations|初中|基础知识
二次根式运算,数学,Grade 8,实数,1,掌握二次根式运算的操作方法和步骤，能够熟练运用,5,4,0.9,深入理解二次根式运算并能创新应用,在二次根式运算的计算过程中容易出错,多做练习，熟练二次根式运算的操作步骤,二次根式运算|operations|初中|基础知识
实数运算,数学,Grade 8,实数,1,掌握实数运算的操作方法和步骤，能够熟练运用,4,4,0.9,熟练运用实数运算解决问题,在实数运算的计算过程中容易出错,多做练习，熟练实数运算的操作步骤,实数运算|operations|初中|基础知识
根式比较大小,数学,Grade 8,实数,1,掌握根式比较大小的操作方法和步骤，能够熟练运用,5,3,0.8,深入理解根式比较大小并能创新应用,在根式比较大小的计算过程中容易出错,多做练习，熟练根式比较大小的操作步骤,根式比较大小|operations|初中|基础知识
实数估算,数学,Grade 8,实数,1,掌握实数估算的操作方法和步骤，能够熟练运用,4,3,0.8,熟练运用实数估算解决问题,在实数估算的计算过程中容易出错,多做练习，熟练实数估算的操作步骤,实数估算|operations|初中|基础知识
函数概念,数学,Grade 8,一次函数,1,理解函数概念的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握函数概念的方法和应用,容易混淆函数概念的定义和分类,通过实例和对比来理解函数概念,函数概念|concepts|初中|基础知识
自变量和因变量,数学,Grade 8,一次函数,1,理解自变量和因变量的基本概念和定义，掌握其特征和性质,4,3,0.7,熟练运用自变量和因变量解决问题,容易混淆自变量和因变量的定义和分类,通过实例和对比来理解自变量和因变量,自变量和因变量|concepts|初中|基础知识
函数的表示方法,数学,Grade 8,一次函数,1,理解函数的表示方法的基本概念和定义，掌握其特征和性质,3,3,0.7,掌握函数的表示方法的方法和应用,容易混淆函数的表示方法的定义和分类,通过实例和对比来理解函数的表示方法,函数的表示方法|concepts|初中|基础知识
一次函数定义,数学,Grade 8,一次函数,1,理解一次函数定义的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用一次函数定义解决问题,容易混淆一次函数定义的定义和分类,通过实例和对比来理解一次函数定义,一次函数定义|concepts|初中|基础知识
正比例函数,数学,Grade 8,一次函数,1,理解正比例函数的基本概念和定义，掌握其特征和性质,3,2,0.6,掌握正比例函数的方法和应用,容易混淆正比例函数的定义和分类,通过实例和对比来理解正比例函数,正比例函数|concepts|初中|基础知识
函数图像,数学,Grade 8,一次函数,1,理解函数图像的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用函数图像解决问题,容易混淆函数图像的定义和分类,通过实例和对比来理解函数图像,函数图像|concepts|初中|基础知识
一次函数性质,数学,Grade 8,一次函数,1,理解一次函数性质的性质和规律，能够进行推理和证明,5,5,0.8,深入理解一次函数性质并能创新应用,对一次函数性质的性质理解不够深入,通过证明和推导深入理解一次函数性质,一次函数性质|properties|初中|基础知识
图像特征,数学,Grade 8,一次函数,1,理解图像特征的性质和规律，能够进行推理和证明,5,5,0.8,深入理解图像特征并能创新应用,对图像特征的性质理解不够深入,通过证明和推导深入理解图像特征,图像特征|properties|初中|基础知识
增减性,数学,Grade 8,一次函数,1,理解增减性的性质和规律，能够进行推理和证明,5,5,0.8,深入理解增减性并能创新应用,对增减性的性质理解不够深入,通过证明和推导深入理解增减性,增减性|properties|初中|基础知识
与坐标轴交点,数学,Grade 8,一次函数,1,理解与坐标轴交点的性质和规律，能够进行推理和证明,5,4,0.7,深入理解与坐标轴交点并能创新应用,对与坐标轴交点的性质理解不够深入,通过证明和推导深入理解与坐标轴交点,与坐标轴交点|properties|初中|基础知识
实际问题建模(1),数学,Grade 8,一次函数,1,能够运用实际问题建模解决实际问题，理解其应用价值,5,5,1.0,深入理解实际问题建模(1)并能创新应用,不能正确识别实际问题建模(1)的应用场景,结合实际情况，理解实际问题建模(1)的应用,实际问题建模(1)|applications|初中|基础知识
图像信息读取,数学,Grade 8,一次函数,1,能够运用图像信息读取解决实际问题，理解其应用价值,5,5,1.0,深入理解图像信息读取并能创新应用,不能正确识别图像信息读取的应用场景,结合实际情况，理解图像信息读取的应用,图像信息读取|applications|初中|基础知识
方案选择问题,数学,Grade 8,一次函数,1,能够运用方案选择问题解决实际问题，理解其应用价值,5,5,1.0,深入理解方案选择问题并能创新应用,不能正确识别方案选择问题的应用场景,结合实际情况，理解方案选择问题的应用,方案选择问题|applications|初中|基础知识
二次函数定义,数学,Grade 9,二次函数,1,理解二次函数定义的基本概念和定义，掌握其特征和性质,4,3,0.7,熟练运用二次函数定义解决问题,容易混淆二次函数定义的定义和分类,通过实例和对比来理解二次函数定义,二次函数定义|concepts|初中|基础知识
二次函数的图像,数学,Grade 9,二次函数,1,理解二次函数的图像的基本概念和定义，掌握其特征和性质,5,3,0.7,深入理解二次函数的图像并能创新应用,容易混淆二次函数的图像的定义和分类,通过实例和对比来理解二次函数的图像,二次函数的图像|concepts|初中|基础知识
抛物线,数学,Grade 9,二次函数,1,理解抛物线的基本概念和定义，掌握其特征和性质,4,3,0.7,熟练运用抛物线解决问题,容易混淆抛物线的定义和分类,通过实例和对比来理解抛物线,抛物线|concepts|初中|基础知识
顶点,数学,Grade 9,二次函数,1,理解顶点的基本概念和定义，掌握其特征和性质,5,2,0.6,深入理解顶点并能创新应用,容易混淆顶点的定义和分类,通过实例和对比来理解顶点,顶点|concepts|初中|基础知识
对称轴,数学,Grade 9,二次函数,1,理解对称轴的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用对称轴解决问题,容易混淆对称轴的定义和分类,通过实例和对比来理解对称轴,对称轴|concepts|初中|基础知识
开口方向,数学,Grade 9,二次函数,1,理解开口方向的基本概念和定义，掌握其特征和性质,5,2,0.6,深入理解开口方向并能创新应用,容易混淆开口方向的定义和分类,通过实例和对比来理解开口方向,开口方向|concepts|初中|基础知识
与坐标轴交点(1),数学,Grade 9,二次函数,1,理解与坐标轴交点的基本概念和定义，掌握其特征和性质,4,2,0.6,熟练运用与坐标轴交点(1)解决问题,容易混淆与坐标轴交点(1)的定义和分类,通过实例和对比来理解与坐标轴交点(1),与坐标轴交点(1)|concepts|初中|基础知识
二次函数性质,数学,Grade 9,二次函数,1,理解二次函数性质的性质和规律，能够进行推理和证明,5,5,0.8,深入理解二次函数性质并能创新应用,对二次函数性质的性质理解不够深入,通过证明和推导深入理解二次函数性质,二次函数性质|properties|初中|基础知识
最值问题,数学,Grade 9,二次函数,1,理解最值问题的性质和规律，能够进行推理和证明,5,5,0.8,深入理解最值问题并能创新应用,对最值问题的性质理解不够深入,通过证明和推导深入理解最值问题,最值问题|properties|初中|基础知识
函数的变化,数学,Grade 9,二次函数,1,理解函数的变化的性质和规律，能够进行推理和证明,5,5,0.8,深入理解函数的变化并能创新应用,对函数的变化的性质理解不够深入,通过证明和推导深入理解函数的变化,函数的变化|properties|初中|基础知识
图像变换,数学,Grade 9,二次函数,1,理解图像变换的性质和规律，能够进行推理和证明,5,4,0.7,深入理解图像变换并能创新应用,对图像变换的性质理解不够深入,通过证明和推导深入理解图像变换,图像变换|properties|初中|基础知识
平移规律,数学,Grade 9,二次函数,1,理解平移规律的性质和规律，能够进行推理和证明,5,4,0.7,深入理解平移规律并能创新应用,对平移规律的性质理解不够深入,通过证明和推导深入理解平移规律,平移规律|properties|初中|基础知识
最优化问题,数学,Grade 9,二次函数,1,能够运用最优化问题解决实际问题，理解其应用价值,5,5,1.0,深入理解最优化问题并能创新应用,不能正确识别最优化问题的应用场景,结合实际情况，理解最优化问题的应用,最优化问题|applications|初中|基础知识
抛物运动,数学,Grade 9,二次函数,1,能够运用抛物运动解决实际问题，理解其应用价值,5,5,1.0,深入理解抛物运动并能创新应用,不能正确识别抛物运动的应用场景,结合实际情况，理解抛物运动的应用,抛物运动|applications|初中|基础知识
面积最值,数学,Grade 9,二次函数,1,能够运用面积最值解决实际问题，理解其应用价值,5,5,1.0,深入理解面积最值并能创新应用,不能正确识别面积最值的应用场景,结合实际情况，理解面积最值的应用,面积最值|applications|初中|基础知识
利润最大化,数学,Grade 9,二次函数,1,能够运用利润最大化解决实际问题，理解其应用价值,5,4,1.0,深入理解利润最大化并能创新应用,不能正确识别利润最大化的应用场景,结合实际情况，理解利润最大化的应用,利润最大化|applications|初中|基础知识
